,Unnamed: 0,Paper,Conference,Citation Number,Authors,Number of Authors,Title,Publication Year,Publication Venue,Id,Title_sch,Venue_sch,Publication Venue_sch,Publication Year_sch,Authors_sch,Number Authors_sch,Citation Count_sch,Influential Citation Count_sch,Reference Count_sch,Open Access_sch,Field of Study_sch,Field of Study s2_sch,In Paper,In Intro,Not Found,Score title,Score author,Exists,identifier,Title Length,Title Length_sch,Publication Venue_processed,Venue_sch_processed,strategy,Unique,order,title_arxiv,original_id,jaccard_coeff,description,in_degree_pred,out_degree_pred,in_degree,out_degree,edges_with_introduction_references,Citation Count_log,Reference Count_log
38,38,Continual Learning with Scaled Gradient Projection,AAAI,18,"J. Lee, J. Lee, O. Choi, Eunho Yang",4.0,Overcoming catastrophic forgetting by incremental moment matching,2017.0,NeurIPS,,,,,,,,,,,,,,,,,100.0,33.0,0.0,Continual Learning with Scaled Gradient Projection18,65.0,,NeurIPS,,vanilla_1,0,Continual Learning with Scaled Gradient Projection18vanilla_1,Continual Learning with Scaled Gradient Projection,8023869b534ae182e3e7d5df25690a062106912d,,,,,,,,,
39,39,Continual Learning with Scaled Gradient Projection,AAAI,19,Z. Li and D. Hoiem,2.0,Learning without forgetting,2018.0,IEEE Transactions on Pattern Analysis and Machine Intelligence,8f3b80ddc0dd62e6c3369fabb1715990c29e9b9a,Learning without Forgetting,IEEE Transactions on Pattern Analysis and Machine Intelligence,IEEE Transactions on Pattern Analysis and Machine Intelligence,2016.0,"Zhizhong Li, Derek Hoiem",2.0,2849.0,527.0,43.0,True,"['Computer Science', 'Medicine', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,67.0,1.0,Continual Learning with Scaled Gradient Projection19,27.0,27.0,IEEE Transactions on Pattern Analysis and Machine Intelligence,IEEE Transactions on Pattern Analysis and Machine Intelligence,vanilla_1,0,Continual Learning with Scaled Gradient Projection19vanilla_1,Continual Learning with Scaled Gradient Projection,8023869b534ae182e3e7d5df25690a062106912d,0.6666666666666666,non-isolated,,,,,,2849.1,43.1
40,40,Continual Learning with Scaled Gradient Projection,AAAI,20,"X. Liu, M. Masana, L. Herranz, J. Van de Weijer",4.0,Rotate your networks: Better weight consolidation and less catastrophic forgetting,2018.0,ICPR,f3e824a2cbc326c0b7c0ee261fd758d11bae8532,Rotate your Networks: Better Weight Consolidation and Less Catastrophic Forgetting,International Conference on Pattern Recognition,International Conference on Pattern Recognition,2018.0,"Xialei Liu, Marc Masana, Luis Herranz, Joost van de Weijer, Antonio M. López, Andrew D. Bagdanov",6.0,182.0,6.0,29.0,True,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,92.0,1.0,Continual Learning with Scaled Gradient Projection20,82.0,82.0,ICPR,International Conference on Pattern Recognition,vanilla_1,1,Continual Learning with Scaled Gradient Projection20vanilla_1,Continual Learning with Scaled Gradient Projection,8023869b534ae182e3e7d5df25690a062106912d,0.21052631578947367,non-isolated,,,,,,182.1,29.1
41,41,Continual Learning with Scaled Gradient Projection,AAAI,21,"J. Lomonaco, D. Maltoni",2.0,Core50: a new dataset and benchmark for continuous object recognition,2017.0,CoRL,0eddc1600c51f524887b3c5fe3d972e3c4af4dcc,CORe50: a New Dataset and Benchmark for Continuous Object Recognition,Conference on Robot Learning,Conference on Robot Learning,2017.0,"Vincenzo Lomonaco, D. Maltoni",2.0,350.0,66.0,31.0,False,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,95.0,1.0,Continual Learning with Scaled Gradient Projection21,69.0,69.0,CoRL,Conference on Robot Learning,vanilla_1,0,Continual Learning with Scaled Gradient Projection21vanilla_1,Continual Learning with Scaled Gradient Projection,8023869b534ae182e3e7d5df25690a062106912d,0.05263157894736842,non-isolated,,,,,,350.1,31.1
42,42,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,1,"B. P. Kovatchev, C. D. Cox, L. A. Gonder-Frederick, W. L. Clarke",4.0,Symmetrization of the blood glucose measurement scale and its applications,1997.0,Diabetes Care,f6be33e73944dbd643ce65197b795e9e83ef392f,Symmetrization of the Blood Glucose Measurement Scale and Its Applications,Diabetes Care,Diabetes Care,1997.0,"B. Kovatchev, D. Cox, L. Gonder-Frederick, W. Clarke",4.0,242.0,21.0,4.0,False,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges1,74.0,74.0,Diabetes Care,Diabetes Care,vanilla_1,0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges1vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,,isolated,,,,,,242.1,4.1
43,43,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,2,A. Vaswani et al,et al.,Attention is all you need,2017.0,Proceedings of the 31st International Conference on Neural Information Processing Systems (NIPS'17). Curran Associates Inc.,204e3073870fae3d05bcbc2f6a8e263d9b72e776,Attention is All you Need,Neural Information Processing Systems,Neural Information Processing Systems,2017.0,"Ashish Vaswani, Noam M. Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, Lukasz Kaiser, Illia Polosukhin",8.0,75222.0,14339.0,42.0,False,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,64.0,1.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges2,25.0,25.0,NeurIPS,NeurIPS,vanilla_1,0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges2vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,0.25,non-isolated,,,,,,75222.1,42.1
44,44,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,3,J.-M. Belin et al,et al.,On the usefulness of scattering moments and a deep roughness descriptor for surface roughness characterization,2019.0,JB&A JoVE Journal,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges3,110.0,,JB&A JoVE Journal,,vanilla_1,0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges3vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,,,,,,,,,
45,45,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,4,J. S. Orosco et al,et al.,"Design of a robust, high-performance, rapidly prototyped digitally controlled boost PFC converter via digital signal processing techniques",2007.0,IEEE Transactions on Industrial Electronics,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges4,138.0,,IEEE Transactions on Industrial Electronics,,vanilla_1,0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges4vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,,,,,,,,,
46,46,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,5,J. Berens et al,et al.,An improved createTimeFeatureMatrix and createGeolocationFeatureMatrix algorithm,2007.0,Journal of Medical Genetics,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges5,80.0,,Journal of Medical Genetics,,vanilla_1,1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges5vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,,,,,,,,,
47,47,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,6,S. N. Pasadyn et al,et al.,Accuracy of commercially available heart rate monitors in athletes: a prospective study,2019.0,Cardiovascular Diagnosis and Therapy,908c279f02017435c8b1902e9c75c8ab0ccbe262,Accuracy of commercially available heart rate monitors in athletes: a prospective study.,Cardiovascular Diagnosis and Therapy,Cardiovascular Diagnosis and Therapy,2019.0,"Selena R Pasadyn, M. Soudan, M. Gillinov, P. Houghtaling, D. Phelan, Nicole Gillinov, B. Bittel, M. Desai",8.0,71.0,3.0,18.0,True,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,58.0,1.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges6,87.0,88.0,Cardiovascular Diagnosis and Therapy,Cardiovascular Diagnosis and Therapy,vanilla_1,1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges6vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,,isolated,,,,,,71.1,18.1
48,48,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,7,S. Mallat,1.0,Understanding deep convolutional networks,2016.0,"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences",1a0c5a8dcb526350d880fb46629295c9a51f163d,Understanding deep convolutional networks,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",,2016.0,S. Mallat,1.0,558.0,23.0,37.0,True,"['Computer Science', 'Mathematics', 'Medicine']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges7,41.0,41.0,"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences","Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",vanilla_1,1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges7vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,0.09523809523809523,non-isolated,,,,,,558.1,37.1
49,49,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,8,"G. Schirrmeister, J. Springenberg, L. Dominique, J. Elmar, H. Martin, B. Schrauwen",6.0,Deep learning with convolutional neural networks for EEG decoding and visualization,2017.0,Human Brain Mapping,1640578f37726a3c269b807e681a1e6b09a8c346,Deep learning with convolutional neural networks for EEG decoding and visualization,Human Brain Mapping,Human Brain Mapping,2017.0,"R. Schirrmeister, J. T. Springenberg, L. Fiederer, Martin Glasstetter, Katharina Eggensperger, M. Tangermann, F. Hutter, Wolfram Burgard, T. Ball",9.0,1585.0,288.0,116.0,True,"['Computer Science', 'Medicine']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,70.0,1.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges8,83.0,83.0,Human Brain Mapping,Human Brain Mapping,vanilla_1,0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges8vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,0.09523809523809523,non-isolated,,,,,,1585.1,116.1
50,50,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,9,"A. Vallat, N. Chatelain, O. Schwartz, P. Kornprobst",4.0,HDR-VDP-2.2: a calibrated method for objective quality prediction of high-dynamic-range and standard images,2013.0,Journal of the Optical Society of America A,,,,,,,,,,,,,,,,,99.0,14.0,0.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges9,107.0,,Journal of the Optical Society of America A,,vanilla_1,0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges9vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,,,,,,,,,
51,51,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,10,Z. Dong et al,et al.,Epileptiform Discharges in Patients Predict Refractory Epilepsy,2013.0,Neuropsychiatric Disease and Treatment,,,,,,,,,,,,,,,,,89.0,15.0,0.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges10,63.0,,Neuropsychiatric Disease and Treatment,,vanilla_1,0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges10vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,,,,,,,,,
52,52,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,11,K. Alberico and T. Ward,2.0,Misreading EEGs: A Brief Survey,2003.0,Journal of Clinical Neurophysiology,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges11,31.0,,Journal of Clinical Neurophysiology,,vanilla_1,0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges11vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,,,,,,,,,
53,53,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,12,Y. Zuo et al,et al.,Transformers in vision: a survey,2021.0,Big Data Mining and Analytics,,,,,,,,,,,,,,,,,100.0,19.0,0.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges12,32.0,,Big Data Mining and Analytics,,vanilla_1,0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges12vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,,,,,,,,,
54,54,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,13,"R. M. Haralick, K. Shanmugam, I. Dinstein",3.0,Textural features for image classification,1973.0,"IEEE Transactions on Systems, Man, and Cybernetics",1fdb62555eb650662dbe2a6f3985d390861597c2,Textural Features for Image Classification,"IEEE Transactions on Systems, Man and Cybernetics","IEEE Transactions on Systems, Man and Cybernetics",1973.0,"R. Haralick, K. Shanmugam, I. Dinstein",3.0,21166.0,1887.0,8.0,True,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges13,42.0,42.0,"IEEE Transactions on Systems, Man, and Cybernetics","IEEE Transactions on Systems, Man and Cybernetics",vanilla_1,1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges13vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,,isolated,,,,,,21166.1,8.1
55,55,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,AAAI,14,"K. Hornik, M. Stinchcombe, H. White",3.0,Multilayer feedforward networks are universal approximators,1989.0,Neural Networks,f22f6972e66bdd2e769fa64b0df0a13063c0c101,Multilayer feedforward networks are universal approximators,Neural Networks,Neural Networks,1989.0,"K. Hornik, M. Stinchcombe, H. White",3.0,19883.0,525.0,25.0,False,"['Mathematics', 'Computer Science']","[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]",0.0,0.0,0.0,100.0,100.0,1.0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges14,59.0,59.0,Neural Networks,Neural Networks,vanilla_1,0,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges14vanilla_1,ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges,7fa2d8608e03c22ee025a27c7d6f81cc872735c6,,isolated,,,,,,19883.1,25.1
